"nodeID_from","nodeID_to","line","year"
56,213,"Ligne8",1982
116,213,"Ligne8",1982
5,8,"Ligne7",1982
8,22,"Ligne7",1982
8,107,"Ligne13",1982
8,146,"Ligne13",1982
51,85,"Ligne3",1982
53,85,"Ligne11",1982
60,85,"Ligne3",1982
60,85,"Ligne13",1982
85,196,"Ligne11",1982
89,115,"Ligne1",1982
89,133,"Ligne1",1982
46,152,"Ligne8",1982
120,194,"Ligne1",1982
115,203,"Ligne1",1982
14,29,"Ligne3",1982
14,59,"Ligne3",1982
57,58,"Ligne2",1982
57,103,"Ligne2",1982
131,174,"Ligne2",1982
174,195,"Ligne2",1982
59,140,"Ligne3",1982
60,140,"Ligne3",1982
69,120,"Ligne11",1982
87,120,"Ligne7",1982
99,120,"Ligne7",1982
120,122,"Ligne1",1982
120,150,"Ligne11",1982
34,69,"Ligne8",1982
34,209,"Ligne8",1982
5,223,"Ligne9",1982
5,80,"Ligne9",1982
49,83,"Ligne9",1982
49,137,"Ligne9",1982
9,50,"Ligne1",1982
9,200,"Ligne7",1982
83,106,"Ligne9",1982
6,51,"Ligne3",1982
51,53,"Ligne10",1982
51,53,"Ligne12",1982
51,78,"Ligne12",1982
93,168,"Ligne9",1982
127,144,"Ligne3",1982
127,190,"Ligne3",1982
60,188,"Ligne2",1982
67,188,"Ligne2",1982
88,126,"Ligne5",1982
126,156,"Ligne5",1982
41,144,"Ligne3",1982
11,137,"Ligne9",1982
74,88,"Ligne5",1982
78,107,"Ligne12",1982
107,155,"Ligne12",1982
6,180,"Ligne3",1982
63,152,"Ligne8",1982
11,150,"Ligne9",1982
60,150,"Ligne2",1982
60,150,"Ligne13",1982
150,170,"Ligne5",1982
150,196,"Ligne11",1982
150,204,"Ligne9",1982
134,195,"Ligne2",1982
106,173,"Ligne9",1982
55,200,"Ligne7",1982
58,167,"Ligne2",1982
130,167,"Ligne2",1982
119,156,"Ligne5",1982
29,102,"Ligne3",1982
147,160,"Ligne2",1982
7,77,"Ligne8",1982
77,122,"Ligne8",1982
38,54,"Ligne12",1982
54,173,"Ligne9",1982
66,217,"Ligne11",1982
94,217,"Ligne11",1982
91,226,"Ligne5",1982
226,227,"Ligne5",1982
130,187,"Ligne2",1982
158,187,"Ligne2",1982
5,205,NA,1982
43,122,"Ligne1",1982
69,122,"Ligne8",1982
22,146,"Ligne7",1982
4,79,"Ligne5",1982
4,136,"Ligne5",1982
33,134,"Ligne2",1982
177,180,"Ligne3",1982
177,180,"Ligne9",1982
179,180,"Ligne9",1982
62,222,"Ligne11",1982
192,222,"Ligne11",1982
23,204,"Ligne9",1982
53,62,"Ligne11",1982
69,101,"Ligne11",1982
162,205,"Ligne7",1982
113,169,"Ligne9",1982
113,177,NA,1982
74,95,"Ligne8",1982
50,149,"Ligne1",1982
136,146,"Ligne5",1982
7,116,"Ligne8",1982
23,162,"Ligne7",1982
23,87,"Ligne7",1982
91,146,"Ligne5",1982
24,182,"Ligne12",1982
146,161,"Ligne7",1982
146,161,"Ligne13",1982
10,43,"Ligne1",1982
110,138,"Ligne11",1982
138,192,"Ligne11",1982
25,38,"Ligne12",1982
56,97,"Ligne8",1982
95,97,"Ligne8",1982
147,212,"Ligne2",1982
70,101,"Ligne11",1982
33,165,"Ligne2",1983
164,165,"Ligne2",1983
179,224,"Ligne9",1983
223,224,"Ligne9",1983
26,193,"Ligne1",1983
157,193,"Ligne1",1983
70,207,"Ligne11",1983
96,207,"Ligne11",1983
119,229,"Ligne5",1983
170,229,"Ligne5",1983
23,37,"Ligne8",1983
37,162,"Ligne1",1983
37,194,"Ligne1",1983
37,209,"Ligne8",1983
48,112,"Ligne9",1983
112,114,"Ligne9",1983
93,141,"Ligne9",1983
103,164,"Ligne2",1983
23,68,"Ligne9",1983
36,68,"Ligne5",1983
36,68,"Ligne8",1983
63,68,"Ligne8",1983
68,79,"Ligne5",1983
68,80,"Ligne9",1983
19,46,"Ligne8",1983
19,108,"Ligne8",1983
23,36,"Ligne8",1983
36,121,"Ligne5",1983
36,150,"Ligne2",1983
36,212,"Ligne2",1983
39,168,"Ligne9",1983
39,169,"Ligne9",1983
20,25,"Ligne12",1983
20,53,"Ligne12",1983
18,98,"Ligne1",1983
18,162,"Ligne1",1983
96,125,"Ligne11",1983
15,124,"Ligne11",1983
9,86,"Ligne1",1983
10,86,"Ligne1",1983
65,99,"Ligne7",1983
65,186,"Ligne7",1983
71,102,"Ligne3",1983
71,190,"Ligne3",1983
24,228,"Ligne12",1983
155,228,"Ligne12",1983
121,150,"Ligne5",1983
12,73,"Ligne5",1983
12,74,"Ligne5",1983
66,125,"Ligne11",1983
98,157,"Ligne1",1983
98,160,"Ligne2",1983
186,215,"Ligne7",1983
213,215,"Ligne7",1983
26,203,"Ligne1",1983
15,27,NA,1983
27,94,"Ligne11",1983
28,67,"Ligne2",1983
28,158,"Ligne2",1983
113,114,"Ligne9",1983
55,213,"Ligne7",1983
56,213,"Ligne8",1983
116,213,"Ligne8",1983
5,8,"Ligne7",1983
8,22,"Ligne7",1983
8,107,"Ligne13",1983
8,146,"Ligne13",1983
51,85,"Ligne3",1983
53,85,"Ligne11",1983
60,85,"Ligne3",1983
60,85,"Ligne13",1983
85,196,"Ligne11",1983
89,115,"Ligne1",1983
89,133,"Ligne1",1983
46,152,"Ligne8",1983
120,194,"Ligne1",1983
115,203,"Ligne1",1983
14,29,"Ligne3",1983
14,59,"Ligne3",1983
57,58,"Ligne2",1983
57,103,"Ligne2",1983
131,174,"Ligne2",1983
174,195,"Ligne2",1983
59,140,"Ligne3",1983
60,140,"Ligne3",1983
69,120,"Ligne11",1983
87,120,"Ligne7",1983
99,120,"Ligne7",1983
120,122,"Ligne1",1983
120,150,"Ligne11",1983
34,69,"Ligne8",1983
34,209,"Ligne8",1983
5,223,"Ligne9",1983
5,80,"Ligne9",1983
49,83,"Ligne9",1983
49,137,"Ligne9",1983
9,50,"Ligne1",1983
9,200,"Ligne7",1983
83,106,"Ligne9",1983
6,51,"Ligne3",1983
51,53,"Ligne10",1983
51,53,"Ligne12",1983
51,78,"Ligne12",1983
93,168,"Ligne9",1983
127,144,"Ligne3",1983
127,190,"Ligne3",1983
60,188,"Ligne2",1983
67,188,"Ligne2",1983
88,126,"Ligne5",1983
126,156,"Ligne5",1983
41,144,"Ligne3",1983
11,137,"Ligne9",1983
74,88,"Ligne5",1983
31,107,"Ligne13",1983
78,107,"Ligne12",1983
107,155,"Ligne12",1983
6,180,"Ligne3",1983
63,152,"Ligne8",1983
11,150,"Ligne9",1983
60,150,"Ligne2",1983
60,150,"Ligne13",1983
150,170,"Ligne5",1983
150,196,"Ligne11",1983
150,204,"Ligne9",1983
134,195,"Ligne2",1983
106,173,"Ligne9",1983
55,200,"Ligne7",1983
58,167,"Ligne2",1983
130,167,"Ligne2",1983
119,156,"Ligne5",1983
29,102,"Ligne3",1983
147,160,"Ligne2",1983
7,77,"Ligne8",1983
77,122,"Ligne8",1983
38,54,"Ligne12",1983
54,173,"Ligne9",1983
66,217,"Ligne11",1983
94,217,"Ligne11",1983
91,226,"Ligne5",1983
226,227,"Ligne5",1983
130,187,"Ligne2",1983
158,187,"Ligne2",1983
5,205,NA,1983
43,122,"Ligne1",1983
69,122,"Ligne8",1983
22,146,"Ligne7",1983
4,79,"Ligne5",1983
4,136,"Ligne5",1983
33,134,"Ligne2",1983
177,180,"Ligne3",1983
177,180,"Ligne9",1983
179,180,"Ligne9",1983
62,222,"Ligne11",1983
192,222,"Ligne11",1983
23,204,"Ligne9",1983
53,62,"Ligne11",1983
69,101,"Ligne11",1983
162,205,"Ligne7",1983
113,169,"Ligne9",1983
113,177,NA,1983
74,95,"Ligne8",1983
50,149,"Ligne1",1983
136,146,"Ligne5",1983
7,116,"Ligne8",1983
23,162,"Ligne7",1983
23,87,"Ligne7",1983
91,146,"Ligne5",1983
24,182,"Ligne12",1983
146,161,"Ligne7",1983
146,161,"Ligne13",1983
10,43,"Ligne1",1983
110,138,"Ligne11",1983
138,192,"Ligne11",1983
25,38,"Ligne12",1983
56,97,"Ligne8",1983
95,97,"Ligne8",1983
147,212,"Ligne2",1983
70,101,"Ligne11",1983
33,165,"Ligne2",1984
164,165,"Ligne2",1984
179,224,"Ligne9",1984
223,224,"Ligne9",1984
26,193,"Ligne1",1984
157,193,"Ligne1",1984
70,207,"Ligne11",1984
96,207,"Ligne11",1984
119,229,"Ligne5",1984
170,229,"Ligne5",1984
23,37,"Ligne8",1984
37,162,"Ligne1",1984
37,194,"Ligne1",1984
37,209,"Ligne8",1984
48,112,"Ligne9",1984
112,114,"Ligne9",1984
93,141,"Ligne9",1984
103,164,"Ligne2",1984
23,68,"Ligne9",1984
36,68,"Ligne5",1984
36,68,"Ligne8",1984
63,68,"Ligne8",1984
68,79,"Ligne5",1984
68,80,"Ligne9",1984
19,46,"Ligne8",1984
19,108,"Ligne8",1984
23,36,"Ligne8",1984
36,121,"Ligne5",1984
36,150,"Ligne2",1984
36,212,"Ligne2",1984
39,168,"Ligne9",1984
39,169,"Ligne9",1984
20,25,"Ligne12",1984
20,53,"Ligne12",1984
18,98,"Ligne1",1984
18,162,"Ligne1",1984
96,125,"Ligne11",1984
15,124,"Ligne11",1984
9,86,"Ligne1",1984
10,86,"Ligne1",1984
65,99,"Ligne7",1984
65,186,"Ligne7",1984
71,102,"Ligne3",1984
71,190,"Ligne3",1984
24,228,"Ligne12",1984
155,228,"Ligne12",1984
121,150,"Ligne5",1984
12,73,"Ligne5",1984
12,74,"Ligne5",1984
66,125,"Ligne11",1984
98,157,"Ligne1",1984
98,160,"Ligne2",1984
186,215,"Ligne7",1984
213,215,"Ligne7",1984
26,203,"Ligne1",1984
15,27,NA,1984
27,94,"Ligne11",1984
28,67,"Ligne2",1984
28,158,"Ligne2",1984
113,114,"Ligne9",1984
16,35,"Ligne6",1984
16,35,"Ligne12",1984
35,45,"Ligne6",1984
35,45,"Ligne12",1984
55,213,"Ligne7",1984
56,213,"Ligne8",1984
116,213,"Ligne8",1984
5,8,"Ligne7",1984
8,22,"Ligne7",1984
8,107,"Ligne13",1984
8,146,"Ligne13",1984
51,85,"Ligne3",1984
53,85,"Ligne11",1984
60,85,"Ligne3",1984
60,85,"Ligne13",1984
85,196,"Ligne11",1984
89,115,"Ligne1",1984
89,133,"Ligne1",1984
46,152,"Ligne8",1984
120,194,"Ligne1",1984
115,203,"Ligne1",1984
14,29,"Ligne3",1984
14,59,"Ligne3",1984
57,58,"Ligne2",1984
57,103,"Ligne2",1984
131,174,"Ligne2",1984
174,195,"Ligne2",1984
59,140,"Ligne3",1984
60,140,"Ligne3",1984
69,120,"Ligne11",1984
87,120,"Ligne7",1984
99,120,"Ligne7",1984
120,122,"Ligne1",1984
120,150,"Ligne11",1984
34,69,"Ligne8",1984
34,209,"Ligne8",1984
5,223,"Ligne9",1984
5,80,"Ligne9",1984
23,204,"Ligne9",1984
150,204,"Ligne9",1984
49,83,"Ligne9",1984
49,137,"Ligne9",1984
9,50,"Ligne1",1984
9,200,"Ligne7",1984
83,106,"Ligne9",1984
6,51,"Ligne3",1984
51,53,"Ligne10",1984
51,53,"Ligne12",1984
51,78,"Ligne12",1984
93,168,"Ligne9",1984
127,144,"Ligne3",1984
127,190,"Ligne3",1984
16,17,"Ligne6",1984
16,17,"Ligne12",1984
60,188,"Ligne2",1984
67,188,"Ligne2",1984
88,126,"Ligne5",1984
126,156,"Ligne5",1984
41,144,"Ligne3",1984
11,137,"Ligne9",1984
74,88,"Ligne5",1984
31,107,"Ligne13",1984
78,107,"Ligne12",1984
107,155,"Ligne12",1984
6,180,"Ligne3",1984
63,152,"Ligne8",1984
11,150,"Ligne9",1984
60,150,"Ligne2",1984
60,150,"Ligne13",1984
150,170,"Ligne5",1984
150,196,"Ligne11",1984
21,41,"Ligne3",1984
134,195,"Ligne2",1984
106,173,"Ligne9",1984
55,200,"Ligne7",1984
58,167,"Ligne2",1984
130,167,"Ligne2",1984
119,156,"Ligne5",1984
29,102,"Ligne3",1984
147,160,"Ligne2",1984
7,77,"Ligne8",1984
77,122,"Ligne8",1984
38,54,"Ligne12",1984
54,64,"Ligne6",1984
54,64,"Ligne12",1984
54,173,"Ligne9",1984
66,217,"Ligne11",1984
94,217,"Ligne11",1984
91,226,"Ligne5",1984
226,227,"Ligne5",1984
130,187,"Ligne2",1984
158,187,"Ligne2",1984
5,205,NA,1984
43,122,"Ligne1",1984
69,122,"Ligne8",1984
22,146,"Ligne7",1984
45,84,"Ligne6",1984
45,84,"Ligne12",1984
4,79,"Ligne5",1984
4,136,"Ligne5",1984
33,134,"Ligne2",1984
177,180,"Ligne3",1984
177,180,"Ligne9",1984
179,180,"Ligne9",1984
62,222,"Ligne11",1984
192,222,"Ligne11",1984
53,62,"Ligne11",1984
64,159,"Ligne6",1984
64,159,"Ligne12",1984
84,159,"Ligne6",1984
84,159,"Ligne12",1984
69,101,"Ligne11",1984
162,205,"Ligne7",1984
113,169,"Ligne9",1984
113,177,NA,1984
74,95,"Ligne8",1984
50,149,"Ligne1",1984
136,146,"Ligne5",1984
7,116,"Ligne8",1984
23,162,"Ligne7",1984
23,87,"Ligne7",1984
64,84,NA,1984
91,146,"Ligne5",1984
24,182,"Ligne12",1984
146,161,"Ligne7",1984
146,161,"Ligne13",1984
10,43,"Ligne1",1984
110,138,"Ligne11",1984
138,192,"Ligne11",1984
25,38,"Ligne12",1984
56,97,"Ligne8",1984
95,97,"Ligne8",1984
147,212,"Ligne2",1984
70,101,"Ligne11",1984
33,165,"Ligne2",1985
164,165,"Ligne2",1985
179,224,"Ligne9",1985
223,224,"Ligne9",1985
26,193,"Ligne1",1985
157,193,"Ligne1",1985
70,207,"Ligne11",1985
96,207,"Ligne11",1985
119,229,"Ligne5",1985
170,229,"Ligne5",1985
23,37,"Ligne8",1985
37,162,"Ligne1",1985
37,194,"Ligne1",1985
37,209,"Ligne8",1985
48,112,"Ligne9",1985
112,114,"Ligne9",1985
93,141,"Ligne9",1985
103,164,"Ligne2",1985
23,68,"Ligne9",1985
36,68,"Ligne5",1985
36,68,"Ligne8",1985
63,68,"Ligne8",1985
68,79,"Ligne5",1985
68,80,"Ligne9",1985
19,46,"Ligne8",1985
19,108,"Ligne8",1985
23,36,"Ligne8",1985
36,121,"Ligne5",1985
36,150,"Ligne2",1985
36,212,"Ligne2",1985
39,168,"Ligne9",1985
39,169,"Ligne9",1985
20,25,"Ligne12",1985
20,53,"Ligne12",1985
18,98,"Ligne1",1985
18,162,"Ligne1",1985
96,125,"Ligne11",1985
15,124,"Ligne11",1985
9,86,"Ligne1",1985
10,86,"Ligne1",1985
65,99,"Ligne7",1985
65,186,"Ligne7",1985
71,102,"Ligne3",1985
71,190,"Ligne3",1985
24,228,"Ligne12",1985
155,228,"Ligne12",1985
121,150,"Ligne5",1985
12,73,"Ligne5",1985
12,74,"Ligne5",1985
66,125,"Ligne11",1985
98,157,"Ligne1",1985
98,160,"Ligne2",1985
186,215,"Ligne7",1985
213,215,"Ligne7",1985
26,203,"Ligne1",1985
15,27,NA,1985
27,94,"Ligne11",1985
28,67,"Ligne2",1985
28,158,"Ligne2",1985
113,114,"Ligne9",1985
16,35,"Ligne6",1985
16,35,"Ligne12",1985
35,45,"Ligne6",1985
35,45,"Ligne12",1985
55,213,"Ligne7",1985
56,213,"Ligne8",1985
116,213,"Ligne8",1985
5,8,"Ligne7",1985
8,22,"Ligne7",1985
8,107,"Ligne13",1985
8,146,"Ligne13",1985
51,85,"Ligne3",1985
53,85,"Ligne11",1985
60,85,"Ligne3",1985
60,85,"Ligne13",1985
85,196,"Ligne11",1985
89,115,"Ligne1",1985
89,133,"Ligne1",1985
46,152,"Ligne8",1985
120,194,"Ligne1",1985
115,203,"Ligne1",1985
14,29,"Ligne3",1985
14,59,"Ligne3",1985
57,58,"Ligne2",1985
57,103,"Ligne2",1985
131,174,"Ligne2",1985
174,195,"Ligne2",1985
59,140,"Ligne3",1985
60,140,"Ligne3",1985
69,120,"Ligne11",1985
87,120,"Ligne7",1985
99,120,"Ligne7",1985
120,122,"Ligne1",1985
120,150,"Ligne11",1985
34,69,"Ligne8",1985
34,209,"Ligne8",1985
5,223,"Ligne9",1985
5,80,"Ligne9",1985
23,204,"Ligne9",1985
150,204,"Ligne9",1985
49,83,"Ligne9",1985
49,137,"Ligne9",1985
9,50,"Ligne1",1985
9,200,"Ligne7",1985
83,106,"Ligne9",1985
6,51,"Ligne3",1985
51,53,"Ligne10",1985
51,53,"Ligne12",1985
51,78,"Ligne12",1985
93,168,"Ligne9",1985
127,144,"Ligne3",1985
127,190,"Ligne3",1985
16,17,"Ligne6",1985
16,17,"Ligne12",1985
60,188,"Ligne2",1985
67,188,"Ligne2",1985
88,126,"Ligne5",1985
126,156,"Ligne5",1985
41,144,"Ligne3",1985
11,137,"Ligne9",1985
74,88,"Ligne5",1985
31,107,"Ligne13",1985
78,107,"Ligne12",1985
107,155,"Ligne12",1985
6,180,"Ligne3",1985
63,152,"Ligne8",1985
11,150,"Ligne9",1985
60,150,"Ligne2",1985
60,150,"Ligne13",1985
150,170,"Ligne5",1985
150,196,"Ligne11",1985
21,41,"Ligne3",1985
134,195,"Ligne2",1985
106,173,"Ligne9",1985
55,200,"Ligne7",1985
58,167,"Ligne2",1985
130,167,"Ligne2",1985
119,156,"Ligne5",1985
29,102,"Ligne3",1985
147,160,"Ligne2",1985
7,77,"Ligne8",1985
77,122,"Ligne8",1985
38,54,"Ligne12",1985
54,64,"Ligne6",1985
54,64,"Ligne12",1985
54,173,"Ligne9",1985
66,217,"Ligne11",1985
94,217,"Ligne11",1985
91,226,"Ligne5",1985
226,227,"Ligne5",1985
130,187,"Ligne2",1985
158,187,"Ligne2",1985
5,205,NA,1985
43,122,"Ligne1",1985
69,122,"Ligne8",1985
22,146,"Ligne7",1985
45,84,"Ligne6",1985
45,84,"Ligne12",1985
4,79,"Ligne5",1985
4,136,"Ligne5",1985
33,134,"Ligne2",1985
177,180,"Ligne3",1985
177,180,"Ligne9",1985
179,180,"Ligne9",1985
62,222,"Ligne11",1985
192,222,"Ligne11",1985
53,62,"Ligne11",1985
64,159,"Ligne6",1985
64,159,"Ligne12",1985
84,159,"Ligne6",1985
84,159,"Ligne12",1985
69,101,"Ligne11",1985
162,205,"Ligne7",1985
113,169,"Ligne9",1985
113,177,NA,1985
74,95,"Ligne8",1985
50,149,"Ligne1",1985
136,146,"Ligne5",1985
7,116,"Ligne8",1985
23,162,"Ligne7",1985
23,87,"Ligne7",1985
64,84,NA,1985
91,146,"Ligne5",1985
24,182,"Ligne12",1985
146,161,"Ligne7",1985
146,161,"Ligne13",1985
10,43,"Ligne1",1985
110,138,"Ligne11",1985
138,192,"Ligne11",1985
25,38,"Ligne12",1985
56,97,"Ligne8",1985
95,97,"Ligne8",1985
147,212,"Ligne2",1985
70,101,"Ligne11",1985
33,165,"Ligne2",1986
164,165,"Ligne2",1986
179,224,"Ligne9",1986
223,224,"Ligne9",1986
26,193,"Ligne1",1986
157,193,"Ligne1",1986
70,207,"Ligne11",1986
96,207,"Ligne11",1986
119,229,"Ligne5",1986
170,229,"Ligne5",1986
23,37,"Ligne8",1986
37,162,"Ligne1",1986
37,194,"Ligne1",1986
37,209,"Ligne8",1986
48,112,"Ligne9",1986
112,114,"Ligne9",1986
93,141,"Ligne9",1986
103,164,"Ligne2",1986
23,68,"Ligne9",1986
36,68,"Ligne5",1986
36,68,"Ligne8",1986
63,68,"Ligne8",1986
68,79,"Ligne5",1986
68,80,"Ligne9",1986
19,46,"Ligne8",1986
19,108,"Ligne8",1986
23,36,"Ligne8",1986
36,121,"Ligne5",1986
36,150,"Ligne2",1986
36,212,"Ligne2",1986
39,168,"Ligne9",1986
39,169,"Ligne9",1986
20,25,"Ligne12",1986
20,53,"Ligne12",1986
18,98,"Ligne1",1986
18,162,"Ligne1",1986
96,125,"Ligne11",1986
15,124,"Ligne11",1986
9,86,"Ligne1",1986
10,86,"Ligne1",1986
65,99,"Ligne7",1986
65,186,"Ligne7",1986
71,102,"Ligne3",1986
71,190,"Ligne3",1986
24,228,"Ligne12",1986
155,228,"Ligne12",1986
121,150,"Ligne5",1986
12,73,"Ligne5",1986
12,74,"Ligne5",1986
66,125,"Ligne11",1986
98,157,"Ligne1",1986
98,160,"Ligne2",1986
186,215,"Ligne7",1986
213,215,"Ligne7",1986
26,203,"Ligne1",1986
15,27,NA,1986
27,94,"Ligne11",1986
28,67,"Ligne2",1986
28,158,"Ligne2",1986
113,114,"Ligne9",1986
16,35,"Ligne6",1986
16,35,"Ligne12",1986
35,45,"Ligne6",1986
35,45,"Ligne12",1986
55,213,"Ligne7",1986
56,213,"Ligne8",1986
116,213,"Ligne8",1986
5,8,"Ligne7",1986
8,22,"Ligne7",1986
8,107,"Ligne13",1986
8,146,"Ligne13",1986
51,85,"Ligne3",1986
53,85,"Ligne11",1986
60,85,"Ligne3",1986
60,85,"Ligne13",1986
85,196,"Ligne11",1986
89,115,"Ligne1",1986
89,133,"Ligne1",1986
46,152,"Ligne8",1986
120,194,"Ligne1",1986
115,203,"Ligne1",1986
14,29,"Ligne3",1986
14,59,"Ligne3",1986
57,58,"Ligne2",1986
57,103,"Ligne2",1986
131,174,"Ligne2",1986
174,195,"Ligne2",1986
59,140,"Ligne3",1986
60,140,"Ligne3",1986
69,120,"Ligne11",1986
87,120,"Ligne7",1986
99,120,"Ligne7",1986
120,122,"Ligne1",1986
120,150,"Ligne11",1986
34,69,"Ligne8",1986
34,209,"Ligne8",1986
5,223,"Ligne9",1986
5,80,"Ligne9",1986
23,204,"Ligne9",1986
150,204,"Ligne9",1986
49,83,"Ligne9",1986
49,137,"Ligne9",1986
9,50,"Ligne1",1986
9,200,"Ligne7",1986
83,106,"Ligne9",1986
6,51,"Ligne3",1986
51,53,"Ligne10",1986
51,53,"Ligne12",1986
51,78,"Ligne12",1986
93,168,"Ligne9",1986
127,144,"Ligne3",1986
127,190,"Ligne3",1986
16,17,"Ligne6",1986
16,17,"Ligne12",1986
60,188,"Ligne2",1986
67,188,"Ligne2",1986
88,126,"Ligne5",1986
126,156,"Ligne5",1986
41,144,"Ligne3",1986
11,137,"Ligne9",1986
74,88,"Ligne5",1986
31,107,"Ligne13",1986
78,107,"Ligne12",1986
107,155,"Ligne12",1986
6,180,"Ligne3",1986
63,152,"Ligne8",1986
11,150,"Ligne9",1986
60,150,"Ligne2",1986
60,150,"Ligne13",1986
150,170,"Ligne5",1986
150,196,"Ligne11",1986
21,41,"Ligne3",1986
134,195,"Ligne2",1986
106,173,"Ligne9",1986
55,200,"Ligne7",1986
58,167,"Ligne2",1986
130,167,"Ligne2",1986
119,156,"Ligne5",1986
29,102,"Ligne3",1986
147,160,"Ligne2",1986
7,77,"Ligne8",1986
77,122,"Ligne8",1986
38,54,"Ligne12",1986
54,64,"Ligne6",1986
54,64,"Ligne12",1986
54,173,"Ligne9",1986
66,217,"Ligne11",1986
94,217,"Ligne11",1986
91,226,"Ligne5",1986
226,227,"Ligne5",1986
130,187,"Ligne2",1986
158,187,"Ligne2",1986
5,205,NA,1986
43,122,"Ligne1",1986
69,122,"Ligne8",1986
22,146,"Ligne7",1986
45,84,"Ligne6",1986
45,84,"Ligne12",1986
4,79,"Ligne5",1986
4,136,"Ligne5",1986
33,134,"Ligne2",1986
177,180,"Ligne3",1986
177,180,"Ligne9",1986
179,180,"Ligne9",1986
62,222,"Ligne11",1986
192,222,"Ligne11",1986
53,62,"Ligne11",1986
64,159,"Ligne6",1986
64,159,"Ligne12",1986
84,159,"Ligne6",1986
84,159,"Ligne12",1986
69,101,"Ligne11",1986
162,205,"Ligne7",1986
113,169,"Ligne9",1986
113,177,NA,1986
74,95,"Ligne8",1986
50,149,"Ligne1",1986
136,146,"Ligne5",1986
7,116,"Ligne8",1986
23,162,"Ligne7",1986
23,87,"Ligne7",1986
64,84,NA,1986
91,146,"Ligne5",1986
24,182,"Ligne12",1986
146,161,"Ligne7",1986
146,161,"Ligne13",1986
10,43,"Ligne1",1986
110,138,"Ligne11",1986
138,192,"Ligne11",1986
25,38,"Ligne12",1986
56,97,"Ligne8",1986
95,97,"Ligne8",1986
147,212,"Ligne2",1986
70,101,"Ligne11",1986
33,165,"Ligne2",1987
164,165,"Ligne2",1987
179,224,"Ligne9",1987
223,224,"Ligne9",1987
26,193,"Ligne1",1987
157,193,"Ligne1",1987
70,207,"Ligne11",1987
96,207,"Ligne11",1987
119,229,"Ligne5",1987
170,229,"Ligne5",1987
23,37,"Ligne8",1987
37,162,"Ligne1",1987
37,194,"Ligne1",1987
37,209,"Ligne8",1987
48,112,"Ligne9",1987
112,114,"Ligne9",1987
93,141,"Ligne9",1987
103,164,"Ligne2",1987
23,68,"Ligne9",1987
36,68,"Ligne5",1987
36,68,"Ligne8",1987
63,68,"Ligne8",1987
68,79,"Ligne5",1987
68,80,"Ligne9",1987
19,46,"Ligne8",1987
19,108,"Ligne8",1987
23,36,"Ligne8",1987
36,121,"Ligne5",1987
36,150,"Ligne2",1987
36,212,"Ligne2",1987
39,168,"Ligne9",1987
39,169,"Ligne9",1987
20,25,"Ligne12",1987
20,53,"Ligne12",1987
18,98,"Ligne1",1987
18,162,"Ligne1",1987
96,125,"Ligne11",1987
15,124,"Ligne11",1987
9,86,"Ligne1",1987
10,86,"Ligne1",1987
65,99,"Ligne7",1987
65,186,"Ligne7",1987
71,102,"Ligne3",1987
71,190,"Ligne3",1987
24,228,"Ligne12",1987
155,228,"Ligne12",1987
100,181,"Ligne3",1987
121,150,"Ligne5",1987
12,73,"Ligne5",1987
12,74,"Ligne5",1987
66,125,"Ligne11",1987
98,157,"Ligne1",1987
98,160,"Ligne2",1987
186,215,"Ligne7",1987
213,215,"Ligne7",1987
26,203,"Ligne1",1987
15,27,NA,1987
27,94,"Ligne11",1987
28,67,"Ligne2",1987
28,158,"Ligne2",1987
113,114,"Ligne9",1987
16,35,"Ligne6",1987
16,35,"Ligne12",1987
35,45,"Ligne6",1987
35,45,"Ligne12",1987
8,107,"Ligne13",1987
31,107,"Ligne13",1987
78,107,"Ligne12",1987
107,155,"Ligne12",1987
5,8,"Ligne7",1987
8,22,"Ligne7",1987
8,146,"Ligne13",1987
51,85,"Ligne3",1987
53,85,"Ligne11",1987
60,85,"Ligne3",1987
60,85,"Ligne13",1987
85,196,"Ligne11",1987
89,115,"Ligne1",1987
89,133,"Ligne1",1987
46,152,"Ligne8",1987
120,194,"Ligne1",1987
115,203,"Ligne1",1987
14,29,"Ligne3",1987
14,59,"Ligne3",1987
57,58,"Ligne2",1987
57,103,"Ligne2",1987
131,174,"Ligne2",1987
174,195,"Ligne2",1987
59,140,"Ligne3",1987
60,140,"Ligne3",1987
69,120,"Ligne11",1987
87,120,"Ligne7",1987
99,120,"Ligne7",1987
120,122,"Ligne1",1987
120,150,"Ligne11",1987
5,223,"Ligne9",1987
5,80,"Ligne9",1987
23,204,"Ligne9",1987
150,204,"Ligne9",1987
49,83,"Ligne9",1987
49,137,"Ligne9",1987
9,50,"Ligne1",1987
9,200,"Ligne7",1987
83,106,"Ligne9",1987
6,51,"Ligne3",1987
51,53,"Ligne10",1987
51,53,"Ligne12",1987
51,78,"Ligne12",1987
93,168,"Ligne9",1987
127,144,"Ligne3",1987
127,190,"Ligne3",1987
16,17,"Ligne6",1987
16,17,"Ligne12",1987
60,188,"Ligne2",1987
67,188,"Ligne2",1987
88,126,"Ligne5",1987
126,156,"Ligne5",1987
41,144,"Ligne3",1987
11,137,"Ligne9",1987
74,88,"Ligne5",1987
34,69,"Ligne8",1987
34,209,"Ligne8",1987
6,180,"Ligne3",1987
63,152,"Ligne8",1987
11,150,"Ligne9",1987
60,150,"Ligne2",1987
60,150,"Ligne13",1987
